"name","ip_address","fqdn","state","guest_os_fullname","guest_reconciled","memory","sys_class_name","cpus","disks","change_control","bios_uuid","comments","company","correlation_id","sys_created_on","sys_created_by","dns_domain","short_description","discovery_source","disks_size","host_name","sys_domain","environment","first_discovered","server","image_path","install_status","location","mac_address","managed_by_group","managed_by","manufacturer","model_id","model_number","last_discovered","operational_status","delivery_date","order_date","owned_by","serial_number","size","support_group","supported_by","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count","vm_cluster_name","vm_inst_id","vm_instance_uuid","vcenter_uuid","vcenter_ref","guest_id","host_id","vendor"
"sadclxkubwk125","10.123.188.241","sadclxkubwk125","On","Red Hat Enterprise Linux 7 (64-bit)","false","32,768","VMware Virtual Machine Instance","8","1","","423b4d8f-883e-49e4-280a-f19d2711fbf3","","","42 3b 4d 8f 88 3e 49 e4-28 0a f1 9d 27 11 fb f3","2023-05-01 00:17:04","prd_mid","","","ServiceNow","146","","global","","2023-05-01 00:17:04","","[vsan-sa-a] 42451d64-b486-cb44-2b83-b02628663c20/sadclxkubwk125.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:57","Operational","","","","","","","","","2023-05-22 16:50:57","prd_mid","4","","","503b84bc-ac16-d3e0-ce46-486d08f44915","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"sadclxkubwk102","10.123.188.181","sadclxkubwk102","On","Red Hat Enterprise Linux 7 (64-bit)","false","32,768","VMware Virtual Machine Instance","8","1","","423b947e-f53e-2c12-d81c-6c535a2a94a4","","","42 3b 94 7e f5 3e 2c 12-d8 1c 6c 53 5a 2a 94 a4","2023-05-01 00:17:04","prd_mid","","","ServiceNow","146","","global","","2023-05-01 00:17:04","","[vsan-sa-a] 9a1a1c64-d0ab-c720-36e2-b02628664120/sadclxkubwk102.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:57","Operational","","","","","","","","","2023-05-22 16:50:57","prd_mid","4","","","503bd7b5-3876-acc4-92fb-5849bd45ccdf","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"sadcapcisis002-3.1-02","10.123.164.199","PCLSA-DCB-ISEnew","On","Other (64-bit)","false","32,768","VMware Virtual Machine Instance","16","1","","423b69b6-7f8f-9c6a-a664-13c0fa1ccf7d","","","42 3b 69 b6 7f 8f 9c 6a-a6 64 13 c0 fa 1c cf 7d","2023-05-01 00:17:03","prd_mid","","","ServiceNow","600","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 189b8763-c83d-5da0-28f2-b02628664120/sadcapcisis002-3.1-02.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b801c-dee0-9f4b-b985-3ca30f64af0f","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","otherGuest64","",""
"sadcwnairdmz001","10.123.161.99","sadcwnairdmz001","On","Microsoft Windows Server 2022 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","423b1746-1c48-353c-9b85-9ef74d21aa4c","","","42 3b 17 46 1c 48 35 3c-9b 85 9e f7 4d 21 aa 4c","2023-05-12 00:20:42","prd_mid","","","ServiceNow","200","","global","","2023-05-12 00:20:42","","[vsan-sa-a] f5585964-a219-7d01-fdba-b026284d98c0/sadcwnairas001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","1","","","503bcbca-2753-f13e-0f82-f77302224c4d","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","windows2019srvNext_64Guest","",""
"sadclxntwcspc001","10.123.164.50","localhost","On","CentOS 4/5/6/7 (64-bit)","false","8,192","VMware Virtual Machine Instance","8","2","","423b703b-f00f-cc2e-0133-7cbc391bd4e7","","","42 3b 70 3b f0 0f cc 2e-01 33 7c bc 39 1b d4 e7","2023-05-01 00:17:03","prd_mid","","","ServiceNow","500","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 1b800a64-3c61-c12c-7dbf-b026284baa30/sadclxntwcspc001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b1df5-fe11-8566-4b30-e00c7533df1b","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","centos64Guest","",""
"Device42-17.08.01","","","On","CentOS 4/5/6/7 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","1","","423b56a3-421a-441e-00ed-c48f701217b8","","","42 3b 56 a3 42 1a 44 1e-00 ed c4 8f 70 12 17 b8","2023-05-01 00:16:33","prd_mid","","","ServiceNow","150","","global","","2023-05-01 00:16:33","","[vsan-sa-a] df1abf62-cc5b-0690-5f45-b026284bdcc0/Device42-17.08.01.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b0571-6a4f-dedd-8b86-7a221c84bf27","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","centos64Guest","",""
"Device42-RC-17.02.00","","","On","CentOS 4/5/6/7 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","1","","423b7f27-5156-89d3-7395-e850329a073e","","","42 3b 7f 27 51 56 89 d3-73 95 e8 50 32 9a 07 3e","2023-05-01 00:16:33","prd_mid","","","ServiceNow","20","","global","","2023-05-01 00:16:33","","[vsan-sa-a] 4f21bf62-18d7-7c9a-aa88-b026284c4490/Device42-RC-17.02.00.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503ba3d5-695a-a4eb-9f07-6b2d8a110763","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","centos64Guest","",""
"sadcaptheye001","","","On","Ubuntu Linux (64-bit)","false","2,048","VMware Virtual Machine Instance","2","1","","423bb879-003a-1979-dca7-f0f732c7ae51","","","42 3b b8 79 00 3a 19 79-dc a7 f0 f7 32 c7 ae 51","2023-05-01 00:17:03","prd_mid","","","ServiceNow","20","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 392ae362-eaf1-3379-6c4c-b026284be410/sadcaptheye001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b3bfb-52ac-39a1-7b75-5a9bcf8f941b","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","ubuntu64Guest","",""
"sadcapcispr001","10.123.164.196","sadcapcispr001","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","2","","423bc143-67ba-0f80-2ba1-e0b9eeeddbde","","","42 3b c1 43 67 ba 0f 80-2b a1 e0 b9 ee ed db de","2023-05-01 00:17:03","prd_mid","","","ServiceNow","900","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 6d8d4760-da62-263e-e153-b026284db970/sadcapcispr001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503bc628-91cd-fd39-45af-e73b7af56e33","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"sadclxlvaas001","10.123.164.150","PCLSA-DC-LA001","On","Ubuntu Linux (64-bit)","false","16,384","VMware Virtual Machine Instance","8","2","","423bd17d-5198-db8d-78c6-5a851b99abdd","","","42 3b d1 7d 51 98 db 8d-78 c6 5a 85 1b 99 ab dd","2023-05-01 00:17:03","prd_mid","","","ServiceNow","4,116","","global","","2023-05-01 00:17:03","","[vsan-sa-a] e7604860-ec93-957c-1d20-b026284db970/livenx-server-custom.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b0d88-2b39-09e8-1931-a0acd5ad7acb","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","ubuntu64Guest","",""
"SAMLS","10.123.163.68","SAMLS","On","Microsoft Windows Server 2012 (64-bit)","false","24,576","VMware Virtual Machine Instance","8","2","","42310dd7-1ac5-3579-5e61-be342050f86a","","","42 31 0d d7 1a c5 35 79-5e 61 be 34 20 50 f8 6a","2023-05-01 00:16:32","prd_mid","","","ServiceNow","410","","global","","2023-05-01 00:16:32","","[vsan-sa-a] 64835d62-dae4-3c33-527d-b02628662670/SAML_TEST.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","50314281-8602-9eec-f1d2-969b58c470b6","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","windows8Server64Guest","",""
"sadcapcisco001","","","On","CentOS 4/5/6 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","2","","423bbb90-120d-4daa-4906-312b9129d5fb","","","42 3b bb 90 12 0d 4d aa-49 06 31 2b 91 29 d5 fb","2023-05-01 00:17:03","prd_mid","","","ServiceNow","250","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 8d634260-0457-1b3c-d3e8-b026284baa30/sadcapcisis001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b7216-4f35-e26b-9915-224fffc09a57","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","centos64Guest","",""
"sadcapcisis001-3.1-01","10.123.164.198","PCLSA-DCA-ISEnew","On","Other (64-bit)","false","32,768","VMware Virtual Machine Instance","16","1","","423bfd65-ff4d-2b46-91c3-4311d4119afc","","","42 3b fd 65 ff 4d 2b 46-91 c3 43 11 d4 11 9a fc","2023-05-01 00:17:03","prd_mid","","","ServiceNow","600","","global","","2023-05-01 00:17:03","","[vsan-sa-a] c4958763-f4c5-26c3-4bbc-b02628664a20/sadcapcisis001-3.1-01.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503bd51c-6057-cf57-17ef-f0ab9b12862c","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","otherGuest64","",""
"oodclxpan001","127.131.1.1","PA-VM","On","CentOS 4/5/6/7 (64-bit)","false","5,632","VMware Virtual Machine Instance","2","1","","564d8638-9d3e-d105-d503-50e0a31475cd","","","56 4d 86 38 9d 3e d1 05-d5 03 50 e0 a3 14 75 cd","2023-05-01 00:17:03","prd_mid","","","ServiceNow","60","","global","","2023-05-01 00:17:03","","[vsan-sa-a] e6b21a60-2006-c2f0-28b6-b02628659b00/oodclxpan001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","5262b632-8a5d-4ad9-1a85-fe02cbab283d","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","centos64Guest","",""
"sadcapcispr002","10.123.164.197","sadcapcispr002","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","16","2","","423b924e-71f9-6656-7a1d-010223e0d336","","","42 3b 92 4e 71 f9 66 56-7a 1d 01 02 23 e0 d3 36","2023-05-01 00:17:03","prd_mid","","","ServiceNow","892","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 25462762-6e9d-9af4-2363-b026284c3ff0/sadcapcispr002.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b25c9-45eb-fcf7-b8ce-54d106d53ce1","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"sadclxmtlas001","10.123.164.246","sadclxmtlas001","On","CentOS 4/5/6/7 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","2","","423bc3dd-6d12-d66b-c32e-9f426567747a","","","42 3b c3 dd 6d 12 d6 6b-c3 2e 9f 42 65 67 74 7a","2023-05-01 00:17:03","prd_mid","","","ServiceNow","40","","global","","2023-05-01 00:17:03","","[vsan-sa-a] 9bc73d63-8c15-8256-4ddb-b026284bdcc0/sadclxmtlas001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:56","Operational","","","","","","","","","2023-05-22 16:50:56","prd_mid","4","","","503b814b-f2be-8c54-1c1a-1b2959d7efc2","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","centos64Guest","",""
"lxsasplunk","172.29.196.234","lxsasplunk","On","Red Hat Enterprise Linux 6 (64-bit)","false","32,768","VMware Virtual Machine Instance","16","2","","423198b8-e0d0-c55a-b71b-403f5f4383e7","","","42 31 98 b8 e0 d0 c5 5a-b7 1b 40 3f 5f 43 83 e7","2023-05-01 00:16:31","prd_mid","","","ServiceNow","720","","global","","2023-05-01 00:16:31","","[vsan-sa-a] f1757962-14e0-ad3f-223e-b02628662670/lxsasplunk.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","4","","","50315c72-535b-f5cc-85d4-87af0145fa2d","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel6_64Guest","",""
"lxsaapigw2","","","On","Other (32-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","42319d99-098f-bca4-2945-993542be0c93","","","42 31 9d 99 09 8f bc a4-29 45 99 35 42 be 0c 93","2023-05-01 00:16:33","prd_mid","","","ServiceNow","203","","global","","2023-05-01 00:16:33","","[vsan-sa-a] d56a5862-609c-3044-f8ea-b02628662670/lxsaapigw2.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","4","","","50313d19-e257-dadc-049d-2a1b5f4ea0a7","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","otherGuest","",""
"SASECQLSCGS1","","","On","Other 2.6.x Linux (64-bit)","false","16,384","VMware Virtual Machine Instance","2","2","","423b890a-ce28-f15d-8444-6e848bee3fde","","","42 3b 89 0a ce 28 f1 5d-84 44 6e 84 8b ee 3f de","2023-05-01 00:16:31","prd_mid","","","ServiceNow","58","","global","","2023-05-01 00:16:31","","[vsan-sa-a] 02677e62-961e-3783-2548-b02628663c20/SASECQLSCGS1.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","4","","","503bb5c4-ac1f-3b0e-30e7-60e9c9e81433","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","other26xLinux64Guest","",""
"sadcwnvilas001","10.123.128.139","sadcwnvilas001.sa.cruises.princess.com","On","Microsoft Windows Server 2022 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","423bffc6-def1-4c24-7fe7-4bf1c554d757","","","42 3b ff c6 de f1 4c 24-7f e7 4b f1 c5 54 d7 57","2023-05-07 10:53:51","prd_mid","","","ServiceNow","100","","global","","2023-05-07 10:53:51","","[vsan-sa-a] 73c85264-d417-1ede-b3bb-b02628662670/sadcwnvilsn001.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","2","","","503bb528-af62-9814-44b9-e4e47055421e","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","windows2019srvNext_64Guest","",""
"lxsaapigw1","","","On","Other (32-bit)","false","1,024","VMware Virtual Machine Instance","1","1","","42317526-1122-9d45-bae3-bd016829d12e","","","42 31 75 26 11 22 9d 45-ba e3 bd 01 68 29 d1 2e","2023-05-01 00:16:33","prd_mid","","","ServiceNow","3","","global","","2023-05-01 00:16:33","","[vsan-sa-a] d46a5862-e6fa-ee98-7ad4-b02628662670/lxsaapigw1.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","4","","","5031d9a3-dcec-78f2-aaef-c4ce91903613","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","otherGuest","",""
"lxsaoceanmon1","10.123.128.94","lxsaoceanmon1","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","3","","42312e19-f4c5-0d92-dca1-8365ebd8f254","","","42 31 2e 19 f4 c5 0d 92-dc a1 83 65 eb d8 f2 54","2023-05-01 00:16:32","prd_mid","","","ServiceNow","266","","global","","2023-05-01 00:16:32","","[vsan-sa-a] 646e7962-22fc-1c5f-359b-b02628662670/lxsaoceanmon1.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","4","","","50311cb4-c720-a4e7-7a81-5cd770244089","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"SAAIRWDMZ","10.123.161.8","saairwdmz","On","Microsoft Windows Server 2016 or later (64-bit)","false","8,192","VMware Virtual Machine Instance","4","1","","4231849c-c0e8-d2a4-cf65-c3a5e08719b3","","","42 31 84 9c c0 e8 d2 a4-cf 65 c3 a5 e0 87 19 b3","2023-05-01 00:17:03","prd_mid","","","ServiceNow","120","","global","","2023-05-01 00:17:03","","[vsan-sa-a] dc7e5862-c291-a332-477d-b02628662670/saairwdmz.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","4","","","5031cc1e-0098-b6bf-f60a-56e29d39795c","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","windows9Server64Guest","",""
"sadcwnairas001","172.29.196.140","sadcwnairas001.sa.cruises.princess.com","On","Microsoft Windows Server 2022 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","423bf530-722e-b5ab-e1eb-79f7aa6750b6","","","42 3b f5 30 72 2e b5 ab-e1 eb 79 f7 aa 67 50 b6","2023-05-12 00:20:42","prd_mid","","","ServiceNow","200","","global","","2023-05-12 00:20:42","","[vsan-sa-a] 10595964-34df-985a-b507-b026284bdcc0/sadcwnairas002.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:55","Operational","","","","","","","","","2023-05-22 16:50:55","prd_mid","1","","","503b141c-a302-7e7c-5c57-427e4d97fbe7","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","windows2019srvNext_64Guest","",""
"pclprdsecsplk-sa-02","172.29.196.44","pclprdsecsplk-sa-02","On","Red Hat Enterprise Linux 7 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","3","","42310c1c-de41-b514-aaab-0084f9a51e38","","","42 31 0c 1c de 41 b5 14-aa ab 00 84 f9 a5 1e 38","2023-05-01 00:16:31","prd_mid","","","ServiceNow","360","","global","","2023-05-01 00:16:31","","[vsan-sa-a] 14c06a62-2497-6ccb-843b-b02628662670/pclprdsecsplk-sa-02.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:45","Operational","","","","","","","","","2023-05-22 16:50:45","prd_mid","4","","","5031012c-5db4-e69e-a28e-66690af1438e","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"pclprdsecsplk-sa-01","172.29.196.240","pclprdsecsplk-sa-01","On","Red Hat Enterprise Linux 7 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","3","","4231266c-69f3-7c66-941e-df3d2c510d08","","","42 31 26 6c 69 f3 7c 66-94 1e df 3d 2c 51 0d 08","2023-05-01 00:16:31","prd_mid","","","ServiceNow","360","","global","","2023-05-01 00:16:31","","[vsan-sa-a] 14c06a62-9899-77c9-0170-b02628662670/pclprdsecsplk-sa-01.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:45","Operational","","","","","","","","","2023-05-22 16:50:45","prd_mid","4","","","503175ce-2027-545c-ea16-99383731d51e","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"lxsacrblkrs1_n","172.29.196.73","lxsacrblkrs1","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","3","","423be589-660b-97d8-4678-b3764c02b931","","","42 3b e5 89 66 0b 97 d8-46 78 b3 76 4c 02 b9 31","2023-05-01 00:16:31","prd_mid","","","ServiceNow","450","","global","","2023-05-01 00:16:31","","[vsan-sa-a] a0cd7162-32fa-1f52-76d9-b026284da6a0/lxsacrblkrs1_n.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:45","Operational","","","","","","","","","2023-05-22 16:50:45","prd_mid","4","","","503ba89c-b5fe-c376-32de-05c82e90112b","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"SAIMPERVAGW","172.29.196.174","pclsaimpgw01","On","Red Hat Enterprise Linux 6 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","1","","4231bad1-70de-6b77-834d-1bf4d908841f","","","42 31 ba d1 70 de 6b 77-83 4d 1b f4 d9 08 84 1f","2023-05-01 00:16:31","prd_mid","","","ServiceNow","160","","global","","2023-05-01 00:16:31","","[vsan-sa-a] be6e5d62-96ba-24e2-3ceb-b02628662670/SAIMPERVAGW.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:45","Operational","","","","","","","","","2023-05-22 16:50:45","prd_mid","4","","","503187e1-f3e3-3f0e-ff04-24a61a74f3a2","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel6_64Guest","",""
"SACMAS2","10.90.0.2","SACMAS2.sa.cruises.princess.com","On","Microsoft Windows Server 2012 (64-bit)","false","32,768","VMware Virtual Machine Instance","16","4","","4231af68-1c97-eb8e-0951-3de62e6fc73a","","","42 31 af 68 1c 97 eb 8e-09 51 3d e6 2e 6f c7 3a","2023-05-01 00:16:32","prd_mid","","","ServiceNow","640","","global","","2023-05-01 00:16:32","","[vsan-sa-a] 3e855862-0451-dec8-9e06-b02628662670/SACMAS2.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:45","Operational","","","","","","","","","2023-05-22 16:50:45","prd_mid","4","","","503105bc-a55c-df08-d7b5-a2010c6da124","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","windows8Server64Guest","",""
"lxsahess","10.123.163.41","lxsahess","On","Red Hat Enterprise Linux 7 (64-bit)","false","8,192","VMware Virtual Machine Instance","2","2","","4231e152-da8c-220f-fb24-d345923ef46b","","","42 31 e1 52 da 8c 22 0f-fb 24 d3 45 92 3e f4 6b","2023-05-01 00:16:32","prd_mid","","","ServiceNow","210","","global","","2023-05-01 00:16:32","","[vsan-sa-a] 47db7a62-189c-f9fc-cfb5-b02628662670/lxsahess_n.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:45","Operational","","","","","","","","","2023-05-22 16:50:45","prd_mid","4","","","5031c6d2-7136-c393-59b2-631f8810da15","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"lxsatbox","172.29.196.42","lxsatbox","On","Red Hat Enterprise Linux 7 (64-bit)","false","6,144","VMware Virtual Machine Instance","2","2","","4231699b-c44f-18df-a47a-1bbc68f15410","","","42 31 69 9b c4 4f 18 df-a4 7a 1b bc 68 f1 54 10","2023-05-01 00:16:32","prd_mid","","","ServiceNow","110","","global","","2023-05-01 00:16:32","","[vsan-sa-a] a4827962-3467-7afd-6382-b02628662670/lxsatbox_n.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:44","Operational","","","","","","","","","2023-05-22 16:50:44","prd_mid","4","","","50316ed1-13d8-e78f-6a70-cc1451e90ce3","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"lxsatca","172.29.196.14","lxsatca","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","3","","4231b236-2468-5210-a09f-f4c661bcf987","","","42 31 b2 36 24 68 52 10-a0 9f f4 c6 61 bc f9 87","2023-05-01 00:16:32","prd_mid","","","ServiceNow","160","","global","","2023-05-01 00:16:32","","[vsan-sa-a] 695d7c62-9ae8-848b-ba6d-b02628662670/lxsatca.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:44","Operational","","","","","","","","","2023-05-22 16:50:44","prd_mid","4","","","5031dac9-f899-d666-6970-ef0d5783cf33","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"lxsamq","172.29.196.89","lxsamq","On","Red Hat Enterprise Linux 6 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","3","","42318d4a-2492-ec2c-aaa0-bb7bf7554fc1","","","42 31 8d 4a 24 92 ec 2c-aa a0 bb 7b f7 55 4f c1","2023-05-01 00:16:32","prd_mid","","","ServiceNow","63","","global","","2023-05-01 00:16:32","","[vsan-sa-a] de607962-54a7-14f3-ca19-b02628662670/lxsamq.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:44","Operational","","","","","","","","","2023-05-22 16:50:44","prd_mid","4","","","5031a4ef-83fe-d6b4-efbd-592c1b754797","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel6_64Guest","",""
"lxsabootappB","10.123.128.95","lxsabootappB","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","3","","423b80cd-4bef-03d4-96e1-517c0a872449","","","42 3b 80 cd 4b ef 03 d4-96 e1 51 7c 0a 87 24 49","2023-05-01 00:16:32","prd_mid","","","ServiceNow","160","","global","","2023-05-01 00:16:32","","[vsan-sa-a] ebcd2963-84b6-9e91-6704-b026284da6a0/lxsabootappB.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:44","Operational","","","","","","","","","2023-05-22 16:50:44","prd_mid","4","","","503bbbe4-efbe-b041-f9ac-cfa6b0d8c572","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
"lxsamariadb","172.29.196.110","lxsamariadb","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","2","","4231865e-4bbe-e334-f847-d1aed3001320","","","42 31 86 5e 4b be e3 34-f8 47 d1 ae d3 00 13 20","2023-05-01 00:16:32","prd_mid","","","ServiceNow","110","","global","","2023-05-01 00:16:32","","[vsan-sa-a] 337c7962-c4a3-0e78-a1f0-b02628662670/lxsamariadb_n.vmx","Installed","Sapphire Princess","","","","","","","2023-05-22 16:50:44","Operational","","","","","","","","","2023-05-22 16:50:44","prd_mid","4","","","50317e3f-43e6-66a5-d833-2cb70da48675","987c5288-8306-47f5-b505-7ac79bcc04b2","vCenter@10.123.130.70","rhel7_64Guest","",""
